"%s was successfully added to your shopping cart.","%s wurde erfolgreich in den Warenkorb gelegt."
"Click <a href=""%s"" onclick=""this.target=\'_blank\'"">here to print</a> a copy of your order confirmation.","<a href=""%s"" onclick=""this.target=\'_blank\'"">Klicken Sie hier</a>, um eine Bestellbestätigung auszudrucken."
"Close","Schließen"
"Company","Firma"
"Condition Name","Bedingungsbezeichnung"
"Condition was successfully deleted","Bedingung wurde erfolgreich gelöscht"
"Condition was successfully saved","Bedingung wurde erfolgreich gespeichert"
"Configurable product image","Abbildung für konfigurierbares Produkt"
"Confirm Password","Passwort bestätigen"
"Content","Inhalt"
"Content Height","Inhalt Höhe"
"Content Height (css)","Inhalt Höhe (CSS)"
"Continue","Weiter"
"Continue Shopping","Weiter einkaufen"
"Continue to Billing Information","Weiter zu den Rechnungsinformationen"
"Continue to Review Your Order","Weiter zur Bestellübersicht"
"Continue to Shipping Information","Weiter zu den Versandinformationen"
"Country","Land"
"Coupon code ""%s"" is not valid.","Gutscheincode ""%s"" ist ungültig."
"Coupon code ""%s"" was applied successfully.","Gutschein (Code: ""%s"") wurde erfolgreich eingelöst."
"Coupon code was canceled successfully.","Gutschein wurde erfolgreich storniert."
"Create Billing Address","Rechnungsadresse anlegen"
"Create Shipping Address","Versandadresse anlegen"
"Customer Address is not valid.","Kunden-Adresse ist nicht gültig."
"Data saving problem","Problem beim Speichern der Daten"
"Default Billing","Standardrechnung"
"Default Shipping","Standard Versand"
"Delete Condition","Bedingung löschen"
"Details","Details"
"Disable Onepage Checkout","Einseitigen Bezahlvorgang deaktivieren"
"Disabled","Deaktiviert"
"Discount Codes","Gutscheincodes"
"Display Cart Summary","Anzeige"
"Display Shopping Cart Sidebar","Warenkorbsidebar anzeigen"
"Display item quantities","Artikelmenge"
"Display number of items in cart","Anzahl der Artikel im Warenkorb"
"Easy access to your order history and status","Einfacher Zugriff auf Ihren Bestellablauf und -status"
"Edit","Bearbeiten"
"Edit Address","Adresse bearbeiten"
"Edit Billing Address","Rechnungsadresse bearbeiten"
"Edit Items","Artikel bearbeiten"
"Edit Shipping Address","Versandadresse bearbeiten"
"Edit Terms and Conditions","AGB bearbeiten"
"Edit Your Cart","Warenkorb bearbeiten"
"Email Address","E-Mail Adresse"
"Enable Terms and Conditions","AGB aktivieren"
"Enabled","Aktiviert"
"Enter a New Address","Neue Adresse eingeben"
"Enter your coupon code if you have one.","Wenn Sie einen Gutscheincode besitzen, geben Sie diesen bitte hier ein."
"Enter your destination to get a shipping estimate.","Geben Sie Ihren Zielort ein, um die geschätzten Versandkosten anzuzeigen."
"Error while deleting this condition. Please try again later.","Fehler beim Löschen der Bedingung. Bitte versuchen Sie es später noch einmal."
"Error while saving this condition. Please try again later.","Fehler beim Speichern der Bedingung. Bitte versuchen Sie es später noch einmal."
"Estimate Shipping and Tax","Versandkosten (geschätzt)"
"Excl. Tax","zzgl. Steuern"
"Fast and easy check out","Schneller und einfacher Bestellvorgang"
"Fax","Fax"
"Forgot an Item?","Artikel vergessen?"
"Forgot your password?","Passwort vergessen?"
"Get a Quote","geschätzte Kosten anzeigen"
"Grand Total:","Gesamtsumme:"
"Grouped product image","Abbildung für kombiniertes Produkt"
"HTML","HTML"
"ID","ID"
"Incl. Tax","inkl. Steuern"
"Invalid data","Ungültiger Wert"
"Invalid email address ""%s""","Ungültige E-Mail-Adresse ""%s"""
"Invalid shipping method.","Ungültige Versandart."
"Items","Artikel"
"Load customer quote error","Fehler beim Laden des Kundenangebots"
"Loading next step...","Der nächste Schritt wird geladen..."
"Login","Anmelden"
"Manage Checkout Terms and Conditions","Allgemeine Geschäftsbedingungen"
"Maximum display Recently added item(s)","Höchstzahl Anzeige kürzlich hinzugefügter Artikel"
"Maximum qty allowed for Shipping to multiple addresses is %s","Maximalmenge für den Versand an mehrere Adressen ist: %s"
"Move to Wishlist","Auf den Wunschzettel"
"My Account","Mein Kundenkonto"
"My Cart","Mein Warenkorb"
"My Cart (%s item)","Mein Warenkorb (%s Artikel)"
"My Cart (%s items)","Mein Warenkorb (%s Artikel)"
"My Cart Link","Mein Warekorb Link"
"New Address","Neue Adresse"
"New Condition","Neue Bedingung"
"Order #","Bestellung Nr."
"Order Review","Bestellübersicht"
"Order Success","Bestellung erfolgt"
"Other items in your order","Andere Artikel in Ihrer Bestellung"
"Password","Passwort"
"Payment Failed Email Reciever","E-Mailempfänger bei fehlgeschlagener Zahlung"
"Payment Failed Email Sender","E-Mailabsender bei fehlgeschlagener Zahlung"
"Payment Failed Emails","E-Mails bei fehlgeschlagener Zahlung"
"Payment Failed Template","E-Mailvorlage bei fehlgeschlagener Zahlung"
"Payment Information","Zahlungsinformation"
"Payment Method","Zahlweise"
"Payment method is not defined","Die Zahlweise ist nicht definiert"
"Place Order","Bestellung aufgeben"
"Please <a href=""%s"">continue shopping</a>.","Bitte <a href=""%s"">setzen Sie Ihren Einkauf fort.</a>"
"Please agree to all Terms and Conditions before placing the order.","Bitte bestätigen Sie die AGB!"
"Please agree to all Terms and Conditions before placing the orders.","Bitte bestätigen Sie die AGB!"
"Please log in below:","Bitte melden Sie sich hier an:"
"Please select region, state or province","Bitte wählen Sie Region, Land oder Bundesland"
"Please select shipping address for applicable items","Bitte wählen Sie die Versandadresse für die verfügbaren Produkte"
"Please select shipping methods for all addresses","Bitte wählen Sie die Versandarten für alle Adressen"
"Price","Preis"
"Proceed to Checkout","Bezahlvorgang fortsetzen"
"Product","Produkt"
"Product Name","Produktname"
"Product does not exist","Produkt existiert nicht"
"Qty","Menge"
"Quote Lifetime (days)","Lebenszeit (in Tagen) angeben"
"Recently added item(s)","Kürzlich hinzugefügte Artikel"
"Register","Registrieren"
"Register and save time!","Registrieren und Zeit sparen!"
"Register to Create an Account","Registrieren Sie sich, um Ihr Benutzerkonto anzulegen"
"Register with us for future convenience:","Registrieren Sie sich für mehr Einkaufskomfort bei Ihrem nächsten Besuch:"
"Remove","Entfernen"
"Remove Item","Artikel entfernen"
"Remove Product","Produkt entfernen"
"Remove item","Artikel entfernen"
"Review Order","Bestellübersicht"
"Review Order - %s","Bestellübersicht - %s"
"Sales","Verkäufe"
"Save Condition","Bedingung speichern"
"Save in address book","Im Adressbuch speichern"
"Select Address","Adresse auswählen"
"Select Addresses","Adressen auswählen"
"Select Shipping Method","Versandart auswählen"
"Select State/Province...","Land/Bundesland auswählen..."
"Select a billing address from your address book or enter a new address.","Wählen Sie eine Rechnungsadresse aus Ihrem Adressbuch oder legen Sie eine neue Adresse an."
"Select a shipping address from your address book or enter a new address.","Wählen Sie eine Versandadresse aus Ihrem Adressbuch oder legen Sie eine neue Adresse ein."
"Send Payment Failed Email Copy Method","Methode für E-Mailkopie bei Zahlungsfehler"
"Send Payment Failed Email Copy To","E-Mailkopie bei Zahlungsfehler an"
"Send to","Sende an"
"Ship to Multiple Addresses","An mehrere Adressen versenden"
"Ship to different address","An andere Adresse verschicken"
"Ship to this address","An diese Adresse verschicken"
"Shipping Address","Versandadresse"
"Shipping Information","Versandinformation"
"Shipping Method","Versandart"
"Shipping Methods","Versandarten"
"Shipping method has not been selected yet","Es wurde noch keine Versandart ausgewählt"
"Shipping selection is not applicable","Versandauswahl ist nicht anwendbar"
"Shipping to","Verschicken an"
"Shopping Cart","Warenkorb"
"Shopping Cart Sidebar","Warenkorbsidebar"
"Shopping Cart is Empty","Der Warenkorb ist leer"
"Show Content as","Zeige Inhalt als"
"Some of the products you requested are not available in the desired quantity","Einige der gewünschten Artikel sind nicht in ausreichender Stückzahl vorhanden"
"Some of the products you requested are unavailable","Einige der gewünschten Artikel sind nicht verfügbar"
"Sorry, Onepage Checkout is disabled.","Entschuldigung, der einseitige Bezahlvorgang steht nicht zur Verfügung."
"Sorry, guest checkout is not enabled. Please try again or contact store owner.","Entschuldigung, der Bezahlvorgang als Gast ist nicht verfügbar. Bitte versuchen Sie es später nocheinmal oder nehmen Sie Kontakt zum Shopbetreiber auf."
"Sorry, no quotes are available for this order at this time.","Entschuldigung, momentan gibt es keine Angebote für diese Bestellung."
"State/Province","Land/Bundesland"
"Status","Status"
"Store View","StoreView"
"Street Address","Straße"
"Street Address ","Straße "
"Submitting order information...","Bestellung wird übermittelt..."
"Subtotal","Pos. Zwischensumme"
"Telephone","Telefon"
"Terms and Conditions","Bestellbedingungen"
"Terms and Conditions Information","Informationen zu Bestellbedingungen"
"Terms and conditions","Bestellbedingungen"
"Text","Text"
"Thank you for your purchase!","Vielen Dank für Ihren Einkauf!"
"There are <a href=""%s""><strong>%s items</strong></a> in your cart.","Sie haben <a href=""%s""><strong>%s Artikel</strong></a> in Ihrem Warenkorb."
"There is <a href=""%s""><strong>1 item</strong></a> in your cart.","Sie haben <a href=""%s""><strong>1 Artikel</strong></a> in Ihrem Warenkorb."
"There is already a customer registered using this email address","Es ist bereits ein Kunde mit dieser E-Mail-Adresse registriert!"
"There was an error processing your order. Please contact us or try again later.","Beim Verarbeiten der Bestellung trat ein Fehler auf. Bitte versuchen Sie es später noch einmal oder nehmen Sie Kontakt mit uns auf."
"This condition no longer exists","Diese Bedingung existiert nicht mehr"
"Total","Gesamt"
"Total for this address","Gesamtsumme für diese Adresse"
"Unit Price","Einzelpreis"
"Update Qty &amp; Addresses","Stückzahlen &amp; Adressen aktualisieren"
"Update Shopping Cart","Warenkorb aktualisieren"
"Update Total","Gesamtsumme aktualisieren"
"Use Billing Address","Rechnungsadresse verwenden"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","Zur Zeit bearbeiten wir Ihre Bestellung... Sie werden bald eine E-Mail mit Details zu Ihrer Bestellung erhalten.<br/>Nach erfolgtem Versand bekommen Sie eine weitere E-Mail mit einem Link zur Überwachung des Versandwegs."
"You have no items in your shopping cart.","Sie haben keine Artikel im Warenkorb."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Sie werden eine E-Mail mit einer detaillierten Bestell-Bestätigung erhalten sowie einen Link zur Überprüfung des Fortschritts Ihrer Bestellung."
"Your Checkout Progress","Ihr Bestellfortschritt"
"Your order # is: %s","Ihre Auftragsnummer lautet %s"
"Your order # is: <a href=""%s"">%s</a>","Ihre Bestellnummer lautet: <a href=""%s"">%s</a>"
"Your order has been received","Ihre Bestellung ist eingegangen"
"Your order number is ","Ihre Bestellnummer lautet "
"Zip/Postal Code","Postleitzahl"
"osCommerce Orders","osCommerce Bestellungen"
"separate by "",""","durch Komma "","" getrennt"
