"Enable this option only if you have SSL available.","Aktivieren Sie diese Option nur wenn Sie über ein gültiges SSL Zertifikat verfügen."
"Encryption Key","Chiffrierungsschlüssel"
"File System","Dateisystem"
"First Name","Vorname"
"Full Download / SVN Installation","Vollständige Installation / SVN Installation"
"Get ready to experience Open-Source eCommerce Evolved.","Machen Sie sich bereit Open-Source eCommerce zu erleben."
"Go to Backend","Zur Systemverwaltung"
"Go to Frontend","Zur Benutzeroberfläche"
"Having trouble installing Magento?","Haben Sie Probleme bei der Installation von Magento?"
"Help Us to Keep Magento Healthy","Helfen Sie uns, Magento funktionsfähig zu halten"
"Host","Server"
"I agree to the above terms and conditions.","Ich akzeptiere die Bedingungen."
"If you are a developer and would like to have the latest public updates, choose this option.","Sind Sie Entwickler und möchten stets die aktuellsten öffentlichen Updates, aktivieren Sie bitte diese Option."
"If you are running PHP as CGI, your PHP processes may run under the same user as the user you used when uploading Magento files.","Sollten Sie PHP als CGI-Wrapper laufen lassen, ist es möglich, dass Ihre PHP-Skripte mit dem gleichen Benutzer laufen, mit dem Sie auch die Magento-Dateien hochgeladen haben."
"If you are running the install wizard over a previously downloaded and installed Magento installation, proceed with this method.","If you are running the install wizard over a previously downloaded and installed Magento installation, proceed with this method."
"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","Wenn Sie nicht möchten, dass die Magento-Ordner durch den Webserver-Prozess beschreibbar sind oder wenn Sie diese Einstellung nicht ändern können, können Sie das ausführbare PEAR im Hauptordner der Magentoinstallation benutzen."
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","Wenn Sie die vollständigen Pakete heruntergeladen haben oder Magento via SVN installieren, sollten Sie die Paketüberprüfung und -installation überspringen, indem Sie auf den folgenden Button klicken."
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","Wenn Sie die Magentopakete selbst über die Administrationsoberfläche verwalten möchten, müssen alle Magento-Ordner und -Dateien durch den Webserver-Prozess beschreibbar sein."
"If your server is running on MS Windows, most probably you will not need to change anything.","Wenn Ihr Server unter Microsoft Windows läuft, müssen Sie normalerweise keine Änderungen vornehmen."
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","In allen anderen Fällen müssen Sie die Magento-Dateien für den Benutzer beschreibbar machen, unter welchen der Webserver betrieben wird."
"Installation","Installation"
"Installation Guide","Installationsanleitung"
"Last Name","Nachname"
"License Agreement","Lizenzvertrag"
"Locale","Lokalisierung"
"Locale settings","Spracheinstellungen"
"Localization","Lokalisierung"
"Login Information","Anmeldeinformation"
"Magento","Magento"
"Magento Connect Manager Deployment","Magento Connect Manager Bereitstellung"
"Magento Installation Wizard","Magento Installationsassistent"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento ist eine Handelsmarke der Magento Inc. Copyright &copy; %s Magento Inc."
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","Magento benutzt diesen Schlüssel, um Passwörter, Kreditkartendaten und mehr zu verschlüsseln. Wenn dieses Feld leer bleibt, erstellt das System automatisch eine entsprechende Zeichenfolge und teilt Ihnen diese auf der folgenden Seite mit."
"Manual Downloads and Upgrades","Manuelle Downloads und Upgrades"
"One of PHP Extensions "%s" must be loaded.","Eine dieser PHP-Erweiterungen "%s" muss geladen sein."
"PHP Extension '%s' loaded","PHP-Erweiterung '%s' geladen"
"PHP extension "%s" must be loaded.","PHP-Erweiterung "%s" muß geladen sein."
"Package Management through the Web","Paketverwaltung über die Administrationsoberfläche"
"Password","Passwort"
"Password Confirmation","Passwortbestätigung"
"Path "%s" must be writable.","Pfad "%s" muss beschreibbar sein."
"Personal Information","Persönliche Information"
"Please correct the user data and try again.","Bitte korrigieren Sie die Nutzerdaten und versuchen es erneut."
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","Bitte stellen Sie sicher, dass <code>mod_rewrite</code> in der Apache-Konfiguration aktiviert wurde."
"Please note that it is much less stable than beta.","Bitte beachten Sie, dass dies mehr Beta als Stabil ist."
"Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option.","Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option."
"Please set all required settings before clicking Continue","Bitte stellen Sie sicher, dass Sie alle benötigten Felder ausgefüllt haben bevor Sie fortfahren"
"Preferred stability: %s","Gewünschte Stabilität: %s"
"Proceed With Automatic Download (%s)","Mit automatischen Downloads fortfahren (%s)"
"Provide a complete base URL for SSL connection. For example: %s","Bitte geben Sie für eine SSL-Verbindung den vollständigen Basis-URL an (beispielsweise: %s)."
"Report All Bugs","Melden Sie alle Fehler"
"Required Fields","Pflichtfelder"
"Response from server isn\'t valid.","Antwort vom Server ist nicht gültig."
"Run admin interface with SSL","Administrationsoberfläche mit SSL benutzen."
"Run this in your shell from Magento root folder:","Geben Sie folgendes in Ihrem Shellzugang im Hauptverzeichnis von Magento ein:"
"Save Session Data In","Speichern der Sitzungsdaten in"
"Save Session Files In","Speichern der Sitzungsdateien in"
"Secure Base URL","Basis-URL für sichere Verbindung"
"Session Storage Options","Optionen für Sitzungsspeicherung"
"Setting preferred state to: %s","Gewünschten Status auf %s setzen."
"Skip Base URL Validation Before the Next Step","Basis URL Überprüfung vor dem nächsten Schritt überspringen"
"Skip Secure URL validation before next step","Überspringe Überprüfung der sicheren Verbindung"
"Tables Prefix","Tabellen-Präfix"
"The URL "%s" is invalid.","Die URL "%s" ist ungültig."
"The URL "%s" is not accessible.","Die URL "%s" ist nicht zugänglich."
"The database server version does not match system requirements (required: %s, actual: %s).","Die Datenbank-Serverversion erfüllt nicht die Systemanforderungen (benötigt: %s, aktuell vorhanden: %s)."
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","There was a problem installing Magento packages. Please read the log, correct errors and try again."
"Time Zone","Zeitzone"
"Use Secure URLs (SSL)","Verwende sicheren URL (SSL)"
"Use Web Server (Apache) Rewrites","Verwende Web Server (Apache) Rewrites"
"User Name","Benutzername"
"User Password","Benutzerpasswort"
"Username","Benutzername"
"Validation","Überprüfung"
"Web access options","Zugriffsoptionen (Web)"
"Welcome","Willkommen"
"Welcome to Magento's Installation Wizard","Willkommen zum Installationsassistenten für Magento"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Sie können einen Serverport angeben, bspw.: localhost:3307<br />Wenn Sie nicht den Standard UNIX socket verwenden, können Sie dies hier angeben, bspw.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Sie können für eine verbesserte Suchmaschinenunterstützung die folgende Option für serverseitige URL-Rewrites aktivieren."
"You're All Set","Alle Arbeiten abgeschlossen"
"You're All Set!","Das war es schon, alles eingerichtet!"
"All packages were installed successfully, click 'Ok' to continue with installation","Alle Pakete wurden erfolgreich installiert, klicken Sie bitte 'OK', um mit der Installation fortzufahren"
"Database server does not support InnoDB storage engine","Datenbankserver unterstützt InnoDB-Storage-Engine nicht"
"I agree to the above terms and conditions","Ich stimme den oben genannten Bedingungen zu"
"If you are running install wizard over previously downloaded and installed Magento installation, proceed with this method.","Wenn Sie den Installationsassistenten verwenden, um über eine bestehende Version zu installieren, fahren Sie bitte mit dieser Methode fort."
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento ist eine Handelsmarke der Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Path "%s" must be writable","Verzeichnis "%s" muß beschreibbar sein"
"Please correct user data and try again.","Bitte Nutzerdaten korrigieren und erneut versuchen."
"Please note that only UNIX, Linux and Mac OSX shells are currently supported. For Windows use the '%s' option.","Bitte beachten Sie, dass ausschließlich Unix, Linux und Mac OS X Shells unterstützt werden. In Windows benutzen Sie bitte die '%s' Option."
"Skip Base URL Validation Before Next Step","Überspringe Überprüfung der Basis-URL vor dem nächsten Schritt"
"The table prefix should contain only letters (a-z), numbers (0-9) or underscore(_), the first character should be a letter","Das Tabellen-Präfix sollte nur Buchstaben (a-z), Ziffern (0-9) oder den Unterstricht (_) enthalten. Das erste Zeichen sollte eine Buchstabe sein."
"There was a problem installing Magento packages. Please read the log, correct errors and retry again.","Bei der Installation der Magentopakete trat ein Fehler auf. Bitte lesen Sie das Protokoll, korrigieren Sie etwaige Fehler und versuchen Sie es erneut."
